couponID,store,state,stateCode,couponSavings,couponCashValue,couponExpires,department,productName
895,Costco,Texas,TX,9.473591636,0.046396905,2021-05-19,Spices,Blue Diamond Almonds Artisan Nut-thins Multi-seeds Cracker Snacks
282,Grocery Outlet,Rhode Island,RI,9.535064882,0.026018694,2022-05-04,Dairy,Careone Vitamin E Cream Moisturizer
868,Whole Foods,Ohio,OH,0.137839186,0.039240366,2021-12-11,Ethnic,"Vitafusion Fiber Well Gummies Peach, Strawberry, Blackberry - 90 Ct"
699,City Market,Illinois,IL,3.037740002,0.06321408,2021-05-11,Appliances,Gringo Jack's Whiskey Bbq Sauce Medium
288,Hagen's,Alaska,AK,3.459475714,0.044464216,2020-05-17,Dairy,"Happy Tot Organic Superfoods Spinach, Mango & Pear"
539,Albertson's,Wisconsin,WI,9.252712694,0.010641496,2020-11-10,Ethnic,Ahold Butter Popcorn 94% Fat Free Microwave - 4 Ct
180,QFC,South Dakota,SD,7.073552058,0.086320876,2020-01-15,Bakery,Chobani Low-fat Greek Yogurt Champions Tubes Jammin' Strawberry - 8 Ct
190,Metropolitan Market,Iowa,IA,9.326522527,0.077692773,2020-05-20,Beverages,Traditional Medicinals Laxative Teas Organic Smooth Moves Chocolate Tea Bags - 16 Ct
229,Grocery Outlet,Montana,MT,7.608661591,0.058306208,2021-09-05,Electronics,Fiber One Chewy Bars Protein Peanut Butter - 5 Ct
911,City Market,West Virginia,WV,5.836792265,0.072968925,2020-04-07,Seafood,Tostitos Dip Creations Fresh Made Guacamole Seasoning Mix
581,Whole Foods,Vermont,VT,4.648254404,0.00351604,2021-01-06,Spices,Wd-40 Specialist Water Resistant Silicone Lubricant
739,Costco,Alaska,AK,200.9417167,0.015107001,2021-09-23,Baking,Pennsylvania Dutch Diet Birch Beer Caffeine Free
249,City Market,Mississippi,MS,2.172243132,0.006980548,2020-02-11,Dairy,L'oreal Paris Healthy Look Creme Gloss Color 8 Medium Blonde/vanilla Creme
954,City Market,Utah,UT,1.473025617,0.037671776,2020-08-24,Frozen,Red Baron Feasts For One Super Slice 4-cheese Pizza
915,PCC,Pennsylvania,PA,3.341385253,0.066391601,2021-01-14,Seafood,Revlon Colorburst 018 Fire Lipgloss
464,Amazon Fresh,Mississippi,MS,6.289790981,0.070901972,2020-01-12,Seafood,Maybelline Colorsensational Lipcolor Mauve It Up
729,QFC,New York,NY,2.999903453,0.057968926,2021-08-22,Candy,Complete Recipe Gingerbread Cut Out Cookies - 10 Ct
984,Safeway,Rhode Island,RI,0.563473595,0.034316537,2021-12-03,Ethnic,Nutiva Organic Extra Virgin Coconut Oil
511,QFC,Kentucky,KY,3.098632948,0.098570065,2022-04-17,Appliances,Diet Coke Caffeine Free - 8 Ct
424,Safeway,Montana,MT,6.231002351,0.0403315,2020-12-02,Sundries,Pampers Baby Dry Diapers Size 5 - 78 Ct
830,Costco,Maine,ME,8.910442923,0.049133992,2020-02-22,Candy,Ahold 100% Lemon Juice
316,Grocery Outlet,Idaho,ID,2.124930069,0.036849602,2021-09-22,Produce,Wrigley's Orbit Wintermint Sugarfree Gum - 14 Ct
894,Safeway,Alabama,AL,6.699754186,0.006531715,2020-10-17,Candy,Clif Builder's Snack Size 10g Protein Bar Chocolate Peanut Butter - 10 Ct
501,Metropolitan Market,Wisconsin,WI,9.114194872,0.038725474,2021-10-02,Sundries,"Slipx Solutions Essential Bath Mat 17' X 25"""
933,PCC,District of Columbia,DC,9.942754815,0.028275793,2021-08-11,Bakery,My-t-fine Pudding & Pie Filling Chocolate
300,Metropolitan Market,Tennessee,TN,6.044059567,0.04701526,2021-04-08,Produce,American Greetings Holiday Cards Santa & Snowmen - 16 Ct
663,Whole Foods,Delaware,DE,7.940972762,0.08179616,2020-10-18,Electronics,Healthy Choice Cafe Steamers Crustless Chicken Pot Pie
680,QFC,South Carolina,SC,2.780828508,0.055863108,2020-06-22,Dairy,Seapak Shrimp Scampi
730,Hagen's,Hawaii,HI,7.648200687,0.085048946,2020-07-03,Candy,Talenti Fudge Brownie Gelato
749,City Market,Washington,WA,2.511632224,0.059814395,2020-05-16,Appliances,Weight Watchers Smart Ones Key Lime Pie - 2 Ct
302,QFC,Oklahoma,OK,2.076448462,0.088346209,2020-02-01,Produce,Energizer Compact Led Light
203,Grocery Outlet,District of Columbia,DC,1.886675822,0.087247101,2021-01-25,Baking,"Francesco Rinaldi Chunky Garden Tomato, Garlic & Onion Pasta Sauce"
629,Albertson's,Idaho,ID,1.247957423,0.083332233,2021-11-15,Candy,Nabisco Oreo Double Stuff Sandwich Cookies - 8 Ct
716,Amazon Fresh,Texas,TX,1.780762354,0.014711834,2020-01-24,Sundries,Green Acres Mixed Fruit
439,Grocery Outlet,Colorado,CO,9.69082738,0.019597099,2020-07-01,Meat,Duke's Mayonnaise Light
317,Hagen's,New Mexico,NM,8.19871814,0.089102475,2020-11-07,Snacks,Boar's Head Boneless Smoked Ham Steak
499,Fred Meyer,Indiana,IN,5.519477962,0.028822237,2020-01-31,Appliances,Clawson Lemon Zest White Stilton With Lemon Peel
900,Grocery Outlet,Georgia,GA,5.059133157,0.06297163,2020-10-27,Bakery,Hartz Angry Birds Wand Cat Toy
623,Whole Foods,West Virginia,WV,9.223928304,0.044566056,2020-11-04,Seafood,California Sun Dry Sun-dried Tomatoes Halves With Herbs
120,Albertson's,Mississippi,MS,1.23945296,0.064927588,2021-10-14,Seafood,Eucerin Daily Replenishing Moisturizing Lotion
151,Amazon Fresh,Oklahoma,OK,1.306239183,0.082691895,2021-07-31,Frozen,Crystal Light Pure Lemonade Naturally Sweetened Drink Mix - 7 Ct
889,Safeway,Pennsylvania,PA,5.195308988,0.089309641,2020-11-09,Produce,Palermo Bakery Glazed Donuts - 3 Ct
530,Albertson's,Ohio,OH,9.278786922,0.075717525,2020-02-19,Beverages,Green Giant Cut Green Beans - 4 Pk
660,Grocery Outlet,Kansas,KS,6.331139556,0.054491307,2022-04-26,Ethnic,Nature's Gate Body Wash Velvet Moisture Acai
164,Sam's Club,Arkansas,AR,0.281520223,0.009608885,2021-07-07,Beverages,Annie's Homegrown Organic Pretzel Bunnies
600,City Market,Colorado,CO,9.018216152,0.072884449,2022-02-03,Meat,Jack Daniel's Barbecue Sauce Steakhouse
922,Fred Meyer,District of Columbia,DC,0.895329483,0.005453794,2021-04-26,Bakery,Nivea A Kiss Of Milk & Honey Lip Care
391,Safeway,North Dakota,ND,2.549685224,0.085687,2021-11-27,Produce,St. Joseph Enteric Safety Coated Aspirin Tablets - 36 Ct
537,Albertson's,Vermont,VT,1.220462941,0.064556388,2020-10-11,Dairy,Softee Protein Styling Gel Extra Hold
856,QFC,Utah,UT,0.820500899,0.058174874,2022-03-11,Candy,Companion Wild Bird Food Songbird
927,Grocery Outlet,Kansas,KS,1.106881178,0.079619758,2020-01-05,Electronics,Scotties 2 Ply Facial Tissues - 120 Ct
353,Sam's Club,Oregon,OR,2.917110991,0.07886911,2020-09-08,Sundries,Quorn Spaghetti & Meatless Meatballs Meatless & Soy Free
611,Amazon Fresh,New Jersey,NJ,3.259194176,0.085377826,2022-03-03,Meat,Niagara Solid Milk Chocolate Rabbit
396,City Market,South Carolina,SC,4.546770314,0.02147699,2020-02-26,Candy,Brown Cow Cream Top Yogurt Vanilla All Natural
842,Metropolitan Market,Utah,UT,3.141583656,0.004933594,2021-06-20,Baking,Antonio Mozzarella Factory Marinated Mozzarella All Natural
641,Hagen's,Florida,FL,6.309521939,0.068671719,2021-11-15,Produce,Kraft Anything Dressing Roka Blue Cheese
659,QFC,Montana,MT,4.621909051,0.061085685,2020-01-28,Household,Pedia Care Gas Relief Drops
605,Amazon Fresh,Missouri,MO,4.685826326,0.074310009,2020-04-01,Frozen,Oxipor Vhc Psoriasis Lotion
337,Sam's Club,Montana,MT,5.806734845,0.094978527,2022-04-15,Appliances,Dial For Men Odor Armor Antibacterial Soap Bars - 3 Ct
68,QFC,Oklahoma,OK,8.543584524,0.025751471,2020-11-27,Appliances,Nature Made Full Strength Minis Multi Complete Dietary Supplement Softgels - 60 Ct
828,Amazon Fresh,Colorado,CO,9.037268159,0.043261854,2020-09-18,Dairy,Nuk Trendline Orthodontic Pacifier - 0-6m
949,Sam's Club,Florida,FL,2.522022691,0.087889516,2020-03-03,Spices,Kleenex Cottonelle Cleancare Toilet Paper Double Rolls - 6 Ct
361,Albertson's,Alabama,AL,3.77376912,0.067036995,2021-04-22,Dairy,San-j Tamari Gluten Free Soy Sauce Reduced Sodium
369,City Market,Arkansas,AR,8.56669099,0.099737545,2021-07-22,Ethnic,Litehouse Opa Greek Style Yogurt Dressing Feta Dill
89,Sam's Club,Virginia,VA,0.659600327,0.013357794,2020-08-26,Meat,Organic Cranberries
207,QFC,Wyoming,WY,8.959943914,0.049349466,2021-11-13,Frozen,Organic Cranberries
787,Sam's Club,Wyoming,WY,5.363988774,0.03250163,2020-02-15,Ethnic,Giant Chocolate Icing & Rainbow Sprinkles Cake Donuts - 6 Pk
806,Whole Foods,Ohio,OH,7.848482373,0.05775992,2020-05-02,Meat,Snyder's Of Hanover Thins Pretzel The Pounder
931,Grocery Outlet,Alaska,AK,8.576008063,0.031791341,2020-01-05,Household,Cholula Chipotle Hot Sauce
860,Whole Foods,Montana,MT,8.366192451,0.018557739,2021-12-29,Electronics,"Ge Surge Protector, 3 Grounding Outlets 660 Joules Grey"
945,Safeway,Indiana,IN,3.063697288,0.004266255,2020-03-24,Produce,Sterilite Ultra Hiphold Laundry Basket Seashell - 1.25 Bushel
613,City Market,Massachusetts,MA,3.483155652,0.052359672,2022-06-16,Frozen,Glutino Gluten Free Sensible Beginnings Corn Rice Flakes
309,PCC,Mississippi,MS,2.897971621,0.054994446,2020-05-28,Meat,Superior Nut & Candy Raw Whole Almonds
371,Costco,Georgia,GA,6.882403255,0.062335757,2020-01-05,Furniture,Goya Wafers Mango
572,Fred Meyer,Hawaii,HI,0.6070285,0.014570961,2021-02-07,Meat,Maybelline Dream Bouncy Blush 05 Fresh Pink
432,Fred Meyer,Massachusetts,MA,6.94997074,0.057504951,2020-07-14,Snacks,Ahold Yellow Mustard
59,Grocery Outlet,Oregon,OR,7.166874306,0.050302862,2022-06-06,Produce,Ahold Chunky Chicken Noodle Soup
590,Albertson's,Pennsylvania,PA,1.623569464,0.073973696,2021-09-22,Electronics,Lifeway Frozen Kefir Green Tea Raspberry - 6 Ct
714,Costco,Arkansas,AR,6.194650168,0.091468141,2021-01-25,Beverages,Old Spice Red Zone Swagger Body Wash
575,City Market,Delaware,DE,0.205926516,0.079001572,2020-01-25,Sundries,Cottontails 10-second Digital Thermometer
740,Costco,South Dakota,SD,5.111821588,0.087000256,2020-01-02,Seafood,S. Rosen's Rye Bread Bohemian Style Unseeded
284,Whole Foods,Ohio,OH,5.741284937,0.005681104,2021-10-25,Seafood,Honest Tea Brewed Organic Black Tea Unsweet Lemon
192,Safeway,Connecticut,CT,3.75577827,0.094340146,2020-01-11,Meat,Lipton Diet Raspberry Sugar Free Iced Tea Mix
857,Metropolitan Market,Arkansas,AR,6.870960945,0.074216901,2020-09-10,Snacks,Vermont Real Sticks Beef & Pork Chipotle Stick
668,Grocery Outlet,Alabama,AL,0.672881185,0.094777193,2021-10-19,Dairy,Wild Planet Wild Pink Shrimp
833,Costco,California,CA,5.904000806,0.017866935,2021-01-07,Baking,Johnson's Safety Swabs - 55 Ct
763,PCC,Montana,MT,0.399250654,0.001273502,2020-12-15,Appliances,Degree Men Clinical Protection Clean Trisolid Deodorant
436,Trader Joes,Texas,TX,2.052139752,0.090598973,2021-05-16,Dairy,Sally Hansen I Heart Nail Art Fine Pen 320 Yellow
797,Whole Foods,New Jersey,NJ,2.497557745,0.004799206,2021-01-27,Candy,Cottontails Diapers Size 1
934,Fred Meyer,Illinois,IL,9.93636222,0.012938172,2022-04-30,Furniture,Angie's Small Batch Kettle Corn Classic Sweet & Salty
542,Costco,New Jersey,NJ,1.761108069,0.015404951,2022-01-09,Spices,Ge Crystal Clear Decorative Ca Type Candelabra Base Bulbs 25w - 2 Ct
746,Fred Meyer,Maine,ME,8.293421012,0.097524629,2020-07-19,Baking,Mike's Harder Lemonade Black Cherry Lemonade Flavor - 12 Ct
596,City Market,Maryland,MD,2.477845358,0.060385549,2021-07-06,Seafood,Libby's Tropical Sliced Mango
267,City Market,West Virginia,WV,0.983211033,0.055948443,2021-05-31,Candy,Farberware Professional Stainless Steel Pie Server
362,Hagen's,Missouri,MO,9.067566496,0.085865268,2021-02-02,Electronics,Braun Thermoscan Lens Filters - 40 Ct
586,Albertson's,Pennsylvania,PA,4.960300746,0.096545655,2021-10-26,Bakery,La Brea Bakery Whole Grain Loaf
706,Whole Foods,Mississippi,MS,3.952813916,0.056664608,2021-09-08,Household,Eclipse Sugar Free Gum Pieces Spearmint - 180 Ct
453,Sam's Club,Maine,ME,1.698802135,0.042716336,2020-03-04,Beverages,Alberto Vo5 Moisture Milks Moisturizing Conditioner Strawberries & Cream
66,Costco,Idaho,ID,5.445981819,0.071072878,2020-01-09,Household,Kraft Deli Deluxe American Cheese Slices - 24 Ct
212,Amazon Fresh,Montana,MT,1.829373641,0.005267217,2021-10-24,Furniture,Ahold Young Turkey
684,Fred Meyer,Pennsylvania,PA,1.554481117,0.090013646,2022-05-12,Sundries,Reynolds Wrap 200 Sq Ft Aluminum Foil
871,Trader Joes,Vermont,VT,5.540643167,0.061426403,2021-04-28,Appliances,Paesana Tomato Sauce Puttanesca
735,Whole Foods,Tennessee,TN,6.828762333,0.022605262,2021-07-03,Seafood,Blink Contacts Lubricating Eye Drops
887,Grocery Outlet,Kentucky,KY,3.676290128,0.008512633,2022-05-27,Seafood,Bush's Homestyle Baked Beans
91,Amazon Fresh,Arizona,AZ,2.908531055,0.068983765,2022-03-21,Seafood,Nestle Dark Chocolate Raisinets California Raisins
672,Safeway,West Virginia,WV,3.191602896,0.045491803,2021-05-15,Beverages,Kabuto Ready-mix Wasabi
421,Costco,North Dakota,ND,300.4310367,0.060803793,2021-04-28,Baking,Campbell's Healthy Request Tomato Condensed Soup
398,PCC,Delaware,DE,2.087295179,0.03715531,2020-02-23,Meat,Rudi's Organic Bakery Sandwich Flatz 100% Whole Wheat Organic - 8 Ct
58,PCC,Kentucky,KY,5.044134516,0.096381309,2020-11-02,Snacks,Premio Hot Italian Sausage With Real Crusted Red & Black Pepper
462,Trader Joes,Washington,WA,3.736199287,0.023682594,2021-06-08,Sundries,Dr. Scholl's Ingrown Toenail Pain Reliever
235,Grocery Outlet,Iowa,IA,0.264300454,0.032777697,2021-10-24,Furniture,State Fair Corn Dogs Beef - 5 Ct
651,QFC,Georgia,GA,6.614390365,0.050087919,2022-06-17,Ethnic,Desert Essence Coconut Shampoo
518,PCC,West Virginia,WV,7.788467014,0.089069682,2020-10-02,Spices,Nature's Promise Trail Mix & Snacks Wasabi Peas
760,Trader Joes,New York,NY,7.355144698,0.025602712,2020-02-12,Meat,Simply Organic Certified Organic Peppercorns Black
298,PCC,New York,NY,1.097793049,0.01624107,2021-02-11,Bakery,Godiva Milk Chocolate Caramels
419,Safeway,Arkansas,AR,2.694384972,0.004303801,2022-04-23,Bakery,Hartz Dentist's Best Dental Powder For Dogs & Cats
32,Grocery Outlet,Arizona,AZ,3.235102849,0.058614478,2021-12-13,Furniture,Cascade Dishwasher Detergent Pacs Fresh Scent - 48 Ct
751,Hagen's,Arkansas,AR,1.286220934,0.034533443,2020-03-23,Electronics,Hometown Bagel Chicago Style Bagel Chips Sea Salt
45,Albertson's,Colorado,CO,0.779001202,0.053428277,2022-05-20,Dairy,Monster Energy Drink Lo-carb Energy Mini's - 12 Ct
323,Whole Foods,Wisconsin,WI,7.691059987,0.043206406,2020-08-27,Furniture,Marco Polo Golden Rusk Rye With Sesame Seed Toast
295,Whole Foods,Washington,WA,4.210974536,0.031031465,2022-05-02,Appliances,Lysol Spring Waterfall Scent Disinfectant Spray
165,Amazon Fresh,Connecticut,CT,4.446616922,0.028054538,2020-01-28,Snacks,Ahold Gum Drops Candy
183,Metropolitan Market,Ohio,OH,5.252647725,0.07052864,2021-06-08,Furniture,Goody Ouchless Tangle-free Inner Cushion Brush
700,Metropolitan Market,Connecticut,CT,5.136898172,0.011227987,2020-02-12,Frozen,Kiss My Face Moisturizer Lavender Shea
627,Trader Joes,Maryland,MD,0.936837839,0.061000949,2022-01-16,Bakery,Healthy Choice Complete Meals Spaghetti & Meatballs
328,Fred Meyer,Iowa,IA,7.628086201,0.018661512,2021-06-24,Spices,Three Twins Ice Cream Organic Sea Salted Caramel
215,PCC,Louisiana,LA,0.94245453,0.004384294,2021-01-01,Produce,Fritos Honey Bbq Flavor Twists Corn Snacks
974,Costco,New Mexico,NM,6.004152251,0.050383433,2020-03-26,Produce,Chi-chi's Mild Thick & Chunky Salsa
313,PCC,Arkansas,AR,0.698600628,0.009952407,2020-02-27,Spices,Weight Watchers Smart Ones Bistro Selections Chicken Fettucini
417,Whole Foods,Rhode Island,RI,2.770071615,0.030021553,2022-01-02,Produce,Oscar Mayer Center Cut Bacon Thick Sliced
388,Whole Foods,Delaware,DE,2.582424656,0.030615267,2021-10-10,Bakery,Del Monte Cherry Mixed Fruit In Cherry Light Syrup - 6 Ct
790,Safeway,Hawaii,HI,8.635989482,0.076092288,2021-03-25,Household,Wahl Home Products Micro Groomsman Lithium Power
713,PCC,Iowa,IA,8.678620599,0.071564262,2021-05-02,Sundries,Minute Maid Juices To Go Apple 100% Juice 10 Fl Oz
167,Hagen's,Michigan,MI,3.019034996,0.066882376,2021-11-28,Frozen,Companion Wild Bird Food Premium
357,Metropolitan Market,Alabama,AL,4.007017798,0.038980465,2020-07-10,Household,Chocobutter
381,PCC,Tennessee,TN,3.333980444,0.017522834,2020-05-30,Furniture,Reach Total Care + Whitening Toothbrush Soft
886,Hagen's,North Dakota,ND,7.571676255,0.099072111,2021-03-13,Furniture,Dr. Teal's Foaming Bath Soothe & Sleep Lavender
329,Safeway,Tennessee,TN,8.043171445,0.032586935,2020-03-30,Candy,Baycliff Company Sushi Chef Premium Sushi Rice
347,Albertson's,South Dakota,SD,4.84515749,0.010147112,2021-10-21,Meat,Post-it Notes Super Sticky Jewel Pop - 3 Pk
101,Amazon Fresh,Utah,UT,6.702258175,0.063992915,2020-03-26,Appliances,Lipton Herbal Tea Bags Peppermint - 18 Ct
227,Trader Joes,Idaho,ID,0.23979963,0.031920064,2020-05-03,Meat,Master Of Mixes Margarita Salt
401,Albertson's,Ohio,OH,2.980396053,0.0336518,2021-10-06,Frozen,Fiji Water Natural Artesian - 6 Ct
262,QFC,Rhode Island,RI,1.03580728,0.018211274,2021-07-04,Ethnic,Ahold Sliced Water Chestnuts
847,City Market,Mississippi,MS,0.773140363,0.007096046,2020-11-10,Baking,Ahold Slider Bags Quart - 20 Ct
855,Whole Foods,Ohio,OH,1.626329649,0.088964365,2021-04-05,Sundries,Purina Beneful Incredibites Dog Food
724,Safeway,Georgia,GA,7.004329038,0.028607959,2021-08-09,Candy,Hostess Cupcakes Frosted Chocolate Cake - 8 Ct
152,Albertson's,Idaho,ID,0.269084521,0.013807273,2020-06-23,Furniture,Nescafe Taster's Choice Decaf House Blend Instant Coffee Packets - 20 Ct
175,Whole Foods,District of Columbia,DC,5.866888904,0.084839111,2021-03-11,Produce,Ahold Pickle Chips Hamburger Dills
481,QFC,Alabama,AL,8.494667743,0.065818659,2021-08-14,Furniture,Di Bruno Bros. Salted Pretzel Nuggets
364,Amazon Fresh,Ohio,OH,1.063255834,0.055725016,2020-05-01,Candy,Tabatchnick Garden Fresh Vegetable Broth
71,Metropolitan Market,Tennessee,TN,6.806865082,0.099509272,2021-07-06,Produce,Aunt Jemima Waffles Low Fat - 10 Ct
350,Safeway,Oregon,OR,1.044178934,0.091734886,2022-05-18,Produce,Xtra Sensitive Scents Detergent Rain Lily & Aloe - 50 Loads
708,QFC,New Mexico,NM,1.199446293,0.034867086,2020-06-16,Ethnic,Tetley Naturally Decaffeinated Classic Black Tea Bags - 72 Ct
223,Grocery Outlet,Maryland,MD,1.680759794,0.002598892,2021-09-28,Meat,Nivea For Men 2in1 Cool Kick Artic Freeze After Shave Gel & Moisturizer
977,Amazon Fresh,Nevada,NV,3.633921131,0.00301581,2021-01-31,Beverages,Revlon Grow Luscious Plumping 223 Blackened Brown Waterproof Mascara
318,Trader Joes,Wisconsin,WI,1.882418094,0.092163879,2021-01-04,Beverages,Gwaltney Pork Sausage Mild
18,Grocery Outlet,District of Columbia,DC,9.215870599,0.043448877,2021-12-21,Seafood,Ecosmart Organic Insecticide Ant & Roach Killer
935,City Market,Ohio,OH,8.441303544,0.062466343,2020-09-16,Sundries,Mt. Olive Kosher Dill Petite Snack Crunchers
69,Trader Joes,Idaho,ID,5.42620935,0.023292307,2021-01-24,Furniture,Bounty Select-a-size Big Paper Towel Rolls White - 3 Ct
365,Grocery Outlet,California,CA,9.674380119,0.031191809,2022-04-25,Beverages,Enfamil Premium Newborn N Infant Formula
718,Whole Foods,Michigan,MI,6.937996135,0.071773216,2022-06-05,Produce,Duracell Ion Speed 500 Battery Charger Starter Kit
658,Whole Foods,Vermont,VT,4.948331003,0.077006219,2020-06-18,Baking,Mccormick Basil Leaves
841,Hagen's,Mississippi,MS,4.942302449,0.021386045,2020-05-09,Dairy,Olay Cc Cream - Total Effects Daily Moisturizer Plus Touch Of Foundation 1.7 Fl Oz
621,QFC,Alabama,AL,9.744157848,0.097939654,2021-08-21,Snacks,Diamond Shelled Pecans
176,Whole Foods,Minnesota,MN,6.146472508,0.021046363,2020-02-14,Frozen,L'eggs Everyday Q Suntan Sheer Toe Regular Pantyhose - 5 Ct
583,Whole Foods,North Dakota,ND,4.589504345,0.046510178,2021-10-27,Frozen,Chock Full O' Nuts 100% Colombian Ground Coffee
710,Sam's Club,Kansas,KS,2.279950397,0.046192004,2022-01-29,Meat,Wild Delight Advanced Formula Cardinal Food
492,Amazon Fresh,Minnesota,MN,3.527423722,0.082480411,2021-02-27,Furniture,Goody Invisible Hairnets Light Brown - 3 Ct
459,Whole Foods,Alabama,AL,0.510168135,0.041076177,2020-07-23,Snacks,Utz Pretzels Football Shaped
569,PCC,California,CA,3.825492959,0.029736843,2022-03-03,Spices,Marzetti Veggie Dip Light Dill
564,QFC,Oklahoma,OK,7.284867672,0.015810205,2022-01-23,Produce,Johnson's Baby Bedtime Lotion
782,Amazon Fresh,South Carolina,SC,6.675709463,0.011927799,2021-02-16,Produce,Red Rose Mountain Estate Original Black Tea Bags - 100 Ct
168,Albertson's,Alabama,AL,3.84287253,0.017064942,2021-05-01,Candy,Hanover The Silver Line Broccoli Floret
407,Sam's Club,California,CA,5.571605951,0.019464141,2020-10-14,Furniture,Hood Cultured Fat Free Buttermilk
159,PCC,West Virginia,WV,3.534037357,0.065151214,2022-06-08,Snacks,Covergirl Outlast All-day Lipcolor 517 Red Hot
704,Amazon Fresh,Wisconsin,WI,1.899091198,0.057293861,2020-05-07,Produce,Birds Eye Steamfresh Whole Grain Brown Rice
548,Amazon Fresh,Pennsylvania,PA,1.661100233,0.042747432,2022-01-13,Beverages,Jones Hearty Pork Sausage Links
817,Hagen's,Rhode Island,RI,0.546375069,0.081141114,2020-02-16,Snacks,Careone Cocoa Butter Lotion
51,Amazon Fresh,Wisconsin,WI,7.041275241,0.051741174,2022-05-06,Produce,Olay Regenerist Night Recovery Cream 1.7 Oz
921,Safeway,South Carolina,SC,5.358070045,0.068193658,2020-10-02,Produce,Knorr Pasta Sides Alfredo
83,QFC,District of Columbia,DC,4.430368095,0.078133017,2020-11-08,Furniture,Snack Pack Chocolate Fudge Pudding - 4 Ct
61,Whole Foods,Indiana,IN,5.883839964,0.077165477,2022-02-27,Frozen,"Munchies Cheese Fix Rold Gold, Doritos, Cheetos, Sun Chips Snack Mix"
907,Metropolitan Market,Alabama,AL,4.565887929,0.036688802,2020-12-24,Household,Russell Stover Strawberry Cream Egg In Milk Chocolate
198,Albertson's,Virginia,VA,3.779103123,0.051425589,2021-07-25,Sundries,Lofthouse Frosted Sugar Cookies - 10 Ct
238,Sam's Club,Virginia,VA,7.117971329,0.06836446,2020-04-09,Frozen,Betty Crocker Happy Birthday Candles - 13 Ct
916,Safeway,Iowa,IA,6.518634487,0.096281138,2020-09-21,Bakery,Salonpas-hot Capsicum Patch
743,Trader Joes,South Dakota,SD,3.999264709,0.014595627,2020-10-08,Furniture,Pepsi Max Zero Calorie
359,Amazon Fresh,Utah,UT,7.209390733,0.08125761,2021-08-31,Produce,Kellogg's Eggo Strawberry Waffles- 10 Ct
693,PCC,Minnesota,MN,2.378927221,0.01675536,2020-05-28,Produce,Applied Nutrition Green Tea Fat Burner Dietary Supplement Tablets - 40 Ct
896,City Market,New York,NY,7.299206143,0.027121211,2021-07-29,Spices,Fungi Nail Maximum Strength Anti-fungal Solution
53,Trader Joes,Pennsylvania,PA,4.394801611,0.049180292,2020-07-25,Candy,Turkey Hill Lemonade
742,City Market,New York,NY,9.568631393,0.033090336,2021-01-31,Spices,Eo Products Shower Gel Soothing French Lavender - 16 Fl Oz
987,Fred Meyer,Minnesota,MN,8.233578965,0.020927589,2022-03-16,Electronics,Maier's Premium Italian Kaiser Rolls - 8 Ct
744,PCC,Wisconsin,WI,8.33946684,0.01398739,2021-02-18,Sundries,Fage Total 0% All Natural Mango Guanabana Nonfat Greek Strained Yogurt
452,Trader Joes,Vermont,VT,1.605524185,0.007317852,2020-06-10,Dairy,Ahold Homestyle Mushroom Gravy
429,Whole Foods,Alaska,AK,1.72491999,0.035922849,2022-04-26,Seafood,Wise New York Deli Potato Chips Kettle Cooked Jalapeno
946,Costco,Kentucky,KY,6.046801336,0.064179511,2021-05-01,Spices,Gatorade Fit Series 03 Recover Strawberry Banana Protein Restorative Smoothie
880,Sam's Club,Nevada,NV,5.951487268,0.006752405,2020-11-03,Candy,Ahold Instant Mashed Potatoes Sour Cream & Chive - 2 Ct
431,Hagen's,Oregon,OR,7.797927401,0.032343672,2022-05-06,Dairy,Bausch + Lomb Re-nu Fresh Multi-purpose Solution
972,Albertson's,Wisconsin,WI,0.417234554,0.092739491,2020-08-28,Furniture,Nature's Promise Milk Chocolate Sea Salt Caramels
685,PCC,Rhode Island,RI,3.211113284,0.075005249,2022-06-10,Appliances,Goya Chicken Bouillon Powdered
738,Metropolitan Market,Alaska,AK,4.480780767,0.031435722,2020-01-23,Produce,Snack Pack Juicy Gels Strawberry - 4 Pk
533,City Market,Maryland,MD,2.20455632,0.08481581,2020-07-10,Ethnic,Chore Boy Golden Fleece Scrubbing Cloths - 2 Ct
902,PCC,Colorado,CO,8.592318758,0.010100878,2021-01-27,Bakery,The Better Chip Corn With Sea Salt Corn Chips
105,Albertson's,Alaska,AK,2.594340824,0.007501321,2020-04-09,Produce,Peanut Butter & Co. All Natural Old Fashioned Peanut Butter Cookies Baking Mix
883,PCC,Vermont,VT,3.710367063,0.054303946,2020-12-29,Snacks,Lean Cuisine Culinary Collection Sesame Chicken
39,Safeway,Delaware,DE,2.245451387,0.06549998,2020-01-02,Candy,The Buffalo Guys Ground Buffalo Burgers 1/4 Lb Ea
619,Costco,Delaware,DE,3.591542052,0.03934258,2022-06-18,Bakery,Jeanmarie Creations Valentine Gift Box
188,Metropolitan Market,Washington,WA,1.2945557,0.097838407,2022-02-01,Household,Peppers Bell Green
233,QFC,Kentucky,KY,7.748817624,0.048295026,2020-08-20,Frozen,Donald Duck Original No Pulp 100% Pure Orange Juice
547,Fred Meyer,Ohio,OH,1.963343583,0.059006572,2020-01-13,Meat,Campbell's Homestyle Soup Southwest-style Potato With Green Chilies & Cheese
117,Safeway,New Jersey,NJ,6.496464208,0.093375353,2021-08-03,Appliances,Stp Fuel Injector & Carburetor Treatment
